City,State,County,Lat,Lon,Population,Density
Arcadia,TX,Galveston,29.3833,-95.1202,NR,373.6
Sarita,TX,Kenedy,27.2235,-97.7951,NR,25.5
Morgan Mill,TX,Erath,32.3882,-98.1673,NR,40.3
Stilson,TX,Liberty,30.0188,-94.9188,NR,14.7
New Territory,TX,Fort Bend,29.5911,-95.6881,NR,2478.2
West Point,TX,Fayette,29.9438,-97.0369,NR,81.7
Salesville,TX,Palo Pinto,32.9123,-98.0881,NR,82.4
Clear Lake City,TX,Harris,29.5552,-95.1152,NR,599.7
Keltys,TX,Angelina,31.3616,-94.751,NR,355.8
Gomez,TX,Terry,33.1818,-102.378,NR,3.6
South Point,TX,Cameron,25.873,-97.383,NR,522.4
Cut,TX,Houston,31.2218,-95.4819,NR,4.2
Houmont Park,TX,Harris,29.8424,-95.2063,NR,905.9
Hochheim,TX,DeWitt,29.3125,-97.2917,NR,13.7
Truscott,TX,Knox,33.7543,-99.8112,NR,20.1
Brushy Creek,TX,Anderson,31.9577,-95.615,NR,16
Copeville,TX,Collin,33.0796,-96.4155,NR,211.8
Jean,TX,Young,33.2962,-98.6164,NR,62.2
Las Palmas,TX,Zapata,26.9515,-99.276,NR,49.9
Golden,TX,Wood,32.7296,-95.563,NR,121.2
Eastgate,TX,Liberty,30.0555,-95.0119,NR,7.2
Santa Elena,TX,Starr,26.7601,-98.4864,NR,1.2
Melrose,TX,Nacogdoches,31.5616,-94.4766,NR,23
Lolita,TX,Jackson,28.8326,-96.5387,NR,425.4
Lariat,TX,Parmer,34.3304,-102.908,NR,17.8
Martins Mill,TX,Van Zandt,32.4163,-95.7902,NR,19.3
El Camino Angosto,TX,Cameron,26.1115,-97.6438,NR,259.2
Circleville,TX,Williamson,30.6374,-97.4356,NR,7.7
Tradewinds,TX,San Patricio,27.995,-97.2602,NR,115.5
Simms,TX,Bowie,33.3504,-94.5074,NR,8.1
Orason Acres Colonia,TX,Cameron,26.0742,-97.4458,NR,246.4
Longworth,TX,Fisher,32.6504,-100.3457,NR,14.9
Lake Dunlap,TX,Guadalupe,29.668,-98.0776,NR,682.3
Port Mansfield,TX,Willacy,26.5623,-97.4365,NR,131.7
Hunt,TX,Kerr,30.0708,-99.3378,NR,60.7
Cedar Creek,TX,Bastrop,30.0872,-97.5008,NR,21.2
Mount Houston,TX,Harris,29.8911,-95.3058,NR,1520.6
Falcon Village,TX,Starr,26.5653,-99.134,NR,37.5
Pawnee,TX,Bee,28.6483,-98.0082,NR,58.1
Danevang,TX,Wharton,29.0575,-96.2075,NR,18.4
Vancourt,TX,Tom Green,31.3429,-100.177,NR,7
Apple Springs,TX,Trinity,31.2235,-94.9663,NR,25.3
Bammel,TX,Harris,30.0069,-95.4636,NR,1638
Loma Linda East Colonia,TX,Starr,26.3281,-98.6894,NR,77.8
Moscow,TX,Polk,30.9132,-94.8252,NR,72.2
Kadane Corner,TX,Wichita,33.8579,-98.8387,NR,9.8
Terlingua,TX,Brewster,29.2991,-103.5795,NR,15.1
Castor,TX,Mills,31.3691,-98.5103,NR,1.5
Shelby,TX,Austin,30.0216,-96.5983,NR,42.7
Dundee,TX,Archer,33.7404,-98.9023,NR,4.6
Ironton,TX,Cherokee,31.9191,-95.3736,NR,20
Davilla,TX,Milam,30.7857,-97.275,NR,47.4
Alice Acres,TX,Jim Wells,27.7119,-98.108,NR,30.2
Leo,TX,Cooke,33.4529,-97.3947,NR,7.7
Realitos,TX,Duval,27.4453,-98.5304,NR,198.2
Heckville,TX,Lubbock,33.7548,-101.6652,NR,3.2
Iago,TX,Wharton,29.2665,-95.963,NR,108.9
Santa Maria,TX,Cameron,26.0767,-97.8463,NR,796.9
Roma Creek,TX,Starr,26.4192,-99.0185,NR,612.1
Centralia,TX,Trinity,31.258,-95.0399,NR,13.2
Redbank,TX,Bowie,33.526,-94.2588,NR,23.7
Wildwood,TX,Hardin,30.5261,-94.4453,NR,331.2
Farrsville,TX,Newton,30.9835,-93.8074,NR,1.4
Abram,TX,Hidalgo,26.2181,-98.418,NR,129.6
Falcon Lake Estates,TX,Zapata,26.8719,-99.2585,NR,660.8
Hartley,TX,Hartley,35.8914,-102.3934,NR,56.8
Rosita,TX,Starr,26.3998,-98.9278,NR,64.8
Faysville,TX,Hidalgo,26.4042,-98.1299,NR,392.6
Bayside Terrace,TX,Harris,29.6272,-95.0138,NR,1851.2
Lago,TX,Cameron,26.0885,-97.6132,NR,448
Burlington,TX,Milam,31.0152,-96.9967,NR,56.6
Sheffield,TX,Pecos,30.6904,-101.8226,NR,116.9
Samnorwood,TX,Collingsworth,35.05,-100.2814,NR,25.3
Red Gate,TX,Hidalgo,26.4967,-98.1339,NR,39
English,TX,Red River,33.6276,-94.8594,NR,4.9
Winter Haven,TX,Dimmit,28.6197,-99.8576,NR,16
Webb,TX,Tarrant,32.6326,-97.0742,NR,1929.6
Fischer,TX,Comal,29.9769,-98.2658,NR,8.6
Haynesville,TX,Wichita,34.0915,-98.9159,NR,15.3
Fort Davis,TX,Jeff Davis,30.5784,-103.8922,NR,197.5
Villa Pancho,TX,Cameron,25.8842,-97.4154,NR,341.7
North Houston,TX,Harris,29.9255,-95.5152,NR,2319
Ovalo,TX,Taylor,32.1729,-99.8079,NR,57.7
Edith,TX,Coke,31.9035,-100.6107,NR,7.3
South Bend,TX,Young,33.0046,-98.6684,NR,15.6
Doyle,TX,San Patricio,27.8858,-97.3531,NR,158.9
Royalty,TX,Ward,31.3724,-102.8671,NR,4.9
Tokio,TX,Terry,33.1815,-102.2752,NR,425.4
Cantu Addition,TX,Brooks,27.202,-98.1555,NR,180.2
Ezzell,TX,Lavaca,29.2825,-96.9008,NR,1.4
Tilden,TX,McMullen,28.4597,-98.5487,NR,182.5
Vanderpool,TX,Bandera,29.7452,-99.5551,NR,8
Kingwood,TX,Harris,30.0336,-95.261,NR,52.5
Raisin,TX,Victoria,28.7422,-97.1197,NR,54.8
Pueblo Nuevo Colonia,TX,Webb,27.4939,-99.3099,NR,320
Fredonia,TX,Mason,30.9321,-99.1134,NR,63.9
Colonia Iglesia Antigua,TX,Cameron,26.0746,-97.8342,NR,181.7
Lassater,TX,Marion,32.834,-94.5027,NR,8.7
El Toro,TX,Jackson,28.948,-96.7053,NR,4.8
Fort Gates,TX,Coryell,31.3996,-97.7078,NR,215.8
Spade,TX,Lamb,33.926,-102.1542,NR,17
Damon,TX,Brazoria,29.2832,-95.7408,NR,350.9
Los Barreras,TX,Starr,26.3911,-98.9184,NR,256.7
Boquillas Crossing,TX,Brewster,29.1888,-102.9454,NR,1.3
El Sauz,TX,Starr,26.5739,-98.8717,NR,2.5
Underwood,TX,Hale,33.9859,-101.8435,NR,1.3
Gail,TX,Borden,32.767,-101.4465,NR,123
Muldoon,TX,Fayette,29.8158,-97.0711,NR,20.3
Chula Vista Colonia,TX,Cameron,26.0739,-97.4397,NR,265.2
Lamkin,TX,Comanche,31.8232,-98.2642,NR,1.9
Valera,TX,Coleman,31.7529,-99.5473,NR,62.2
Ramirez,TX,Duval,27.3456,-98.4097,NR,3.7
Lawson,TX,Dallas,32.7024,-96.565,NR,128.4
Stowell,TX,Chambers,29.7814,-94.3794,NR,244.3
View,TX,Taylor,32.3429,-99.8848,NR,31.6
Bomarton,TX,Baylor,33.5076,-99.4262,NR,6.8
Romney,TX,Eastland,32.2415,-98.9578,NR,1.7
Nursery,TX,Victoria,28.9236,-97.0986,NR,33.1
Cee Vee,TX,Cottle,34.2231,-100.4457,NR,1.4
Finney,TX,Hale,34.2776,-101.7163,NR,2.7
Pipe Creek,TX,Bandera,29.7236,-98.9359,NR,96.7
Red Springs,TX,Baylor,33.6129,-99.412,NR,3.1
Laketon,TX,Gray,35.5437,-100.6329,NR,4.5
Garwood,TX,Colorado,29.4497,-96.3969,NR,256.3
Indian Springs,TX,Polk,30.6879,-94.7448,NR,135.8
Central Gardens,TX,Jefferson,29.9892,-94.0216,NR,481.9
McDade,TX,Bastrop,30.2819,-97.2449,NR,330.4
Ratamosa,TX,Cameron,26.2005,-97.8445,NR,60.8
Normandy,TX,Maverick,28.9102,-100.5979,NR,8.1
Redford,TX,Presidio,29.4342,-104.1824,NR,5.6
Rutersville,TX,Fayette,29.9477,-96.7972,NR,18.9
Owentown,TX,Smith,32.4357,-95.1958,NR,47.1
Kamey,TX,Calhoun,28.6361,-96.7433,NR,1.2
Monkstown,TX,Fannin,33.7909,-95.9283,NR,6.3
Smithland,TX,Marion,32.814,-94.1682,NR,9.1
Harkeyville,TX,San Saba,31.2107,-98.7856,NR,5.5
Westfield,TX,Harris,30.0199,-95.4022,NR,153.9
Harleton,TX,Harrison,32.6765,-94.5746,NR,44.4
Farrar,TX,Limestone,31.4568,-96.2808,NR,5.6
Alanreed,TX,Gray,35.2125,-100.7343,NR,16.3
Guerra,TX,Jim Hogg,26.8827,-98.8948,NR,4.4
Coyote Acres,TX,Jim Wells,27.7132,-98.1346,NR,33.8
Owens,TX,Brown,31.8479,-98.9259,NR,34.9
Herty,TX,Angelina,31.3563,-94.6833,NR,199
San Carlos,TX,Hidalgo,26.2957,-98.063,NR,1555.4
Minerva,TX,Milam,30.7582,-96.988,NR,32.6
Rolling Meadows,TX,Gregg,32.4154,-94.8099,NR,267.8
Posey,TX,Lubbock,33.4826,-101.7102,NR,8.5
Dirgin,TX,Rusk,32.2571,-94.5888,NR,3.6
North Escobares,TX,Starr,26.4325,-98.9719,NR,1284.4
Slidell,TX,Wise,33.3598,-97.3917,NR,14
Choate,TX,Karnes,28.7647,-97.7431,NR,3.8
Loyal Valley,TX,Mason,30.5757,-99.0078,NR,1.4
Beverly,TX,McLennan,31.5252,-97.1419,NR,975.5
Flats,TX,Rains,32.8385,-95.8827,NR,11.5
Millersview,TX,Concho,31.4088,-99.7556,NR,21.4
Serenada,TX,Williamson,30.6962,-97.6969,NR,433.3
Concord,TX,Cherokee,32.0702,-95.0463,NR,12
Kohrville,TX,Harris,30.0122,-95.5855,NR,246.4
Rucker,TX,Comanche,32.1651,-98.6028,NR,10.4
Rowena,TX,Runnels,31.6471,-100.0462,NR,303.2
Forreston,TX,Ellis,32.2563,-96.8653,NR,48.4
Waring,TX,Kendall,29.9508,-98.8031,NR,51.2
Patroon,TX,Shelby,31.623,-93.981,NR,11.2
Fannin,TX,Goliad,28.6955,-97.2358,NR,54.6
Tennessee Colony,TX,Anderson,31.8354,-95.8389,NR,30.7
Comstock,TX,Val Verde,29.6844,-101.1734,NR,84.8
Oklaunion,TX,Wilbarger,34.1295,-99.1429,NR,81.4
Geronimo,TX,Guadalupe,29.6728,-97.9686,NR,145.4
Allison,TX,Wheeler,35.6059,-100.1007,NR,41.7
Doucette,TX,Tyler,30.8183,-94.4288,NR,131.4
Juliff,TX,Fort Bend,29.4502,-95.4755,NR,20
Elm Creek,TX,Maverick,28.7783,-100.4911,NR,541.1
Goldsboro,TX,Coleman,32.0601,-99.6812,NR,1.2
Merit,TX,Hunt,33.2168,-96.2875,NR,110.1
Glenwood,TX,Upshur,32.641,-94.8441,NR,116.1
Halfway,TX,Hale,34.1881,-101.9524,NR,11.3
Spring Branch,TX,Comal,29.8899,-98.4253,NR,6.4
La Salle,TX,Jackson,28.7917,-96.6691,NR,17.7
Edroy,TX,San Patricio,27.9609,-97.6754,NR,96.7
Seaton,TX,Bell,31.0577,-97.2161,NR,12.3
Hull,TX,Liberty,30.1464,-94.6422,NR,311.4
Jollyville,TX,Williamson,30.4427,-97.775,NR,2713.8
Lost Creek,TX,Travis,30.2955,-97.8445,NR,205.7
Alleyton,TX,Colorado,29.7066,-96.4864,NR,185.6
Ellinger,TX,Fayette,29.8394,-96.7053,NR,205.8
Sam Rayburn,TX,Jasper,31.0789,-94.0266,NR,72.9
Santa Rosa Colonia,TX,Starr,26.3485,-98.7699,NR,592.6
Mauriceville,TX,Orange,30.2187,-93.8758,NR,52.2
Boys Ranch,TX,Oldham,35.5331,-102.2536,NR,136.6
La Paloma Addition Colonia,TX,San Patricio,28.017,-97.5009,NR,249.9
Long Mott,TX,Calhoun,28.4825,-96.7605,NR,5.7
McFaddin,TX,Victoria,28.5539,-97.0139,NR,4.7
Patricia,TX,Dawson,32.5545,-102.0204,NR,26.3
Del Sol Colonia,TX,San Patricio,28.0132,-97.5202,NR,116.1
Clear Springs,TX,Guadalupe,29.6761,-98.0597,NR,265.7
Jonah,TX,Williamson,30.638,-97.5408,NR,36.9
Tarzan,TX,Martin,32.3054,-101.9751,NR,1.7
Lodi,TX,Marion,32.8762,-94.2796,NR,5.9
Huntoon,TX,Ochiltree,36.4559,-100.631,NR,2.4
Comal,TX,Comal,29.6455,-98.2236,NR,46.8
Candelaria,TX,Presidio,30.1385,-104.6855,NR,4.9
Ramireno,TX,Zapata,27.0144,-99.3822,NR,9.1
Saint Francis,TX,Potter,35.2617,-101.623,NR,3.8
Bluff Dale,TX,Erath,32.351,-98.0214,NR,63.5
Klondike,TX,Delta,33.3298,-95.758,NR,15.6
Banquete,TX,Nueces,27.8007,-97.7972,NR,428
Newsome,TX,Camp,32.9773,-95.1388,NR,130.4
Dominion,TX,Bexar,29.6569,-98.6164,NR,575.1
Wild Peach Village,TX,Brazoria,29.081,-95.6372,NR,58.7
McLeod,TX,Cass,32.9446,-94.0802,NR,83.2
Reagan,TX,Falls,31.2182,-96.7825,NR,39.9
Arroyo Colorado Estates Colonia,TX,Cameron,26.1864,-97.6114,NR,289.3
Kinwood,TX,Harris,29.9119,-95.3024,NR,887.1
Millett,TX,La Salle,28.5819,-99.1992,NR,2.9
Coughran,TX,Atascosa,28.9444,-98.4136,NR,10.2
Peters,TX,Austin,29.86,-96.1866,NR,5.5
Roane,TX,Navarro,32.174,-96.3803,NR,45.2
Rios,TX,Duval,27.4517,-98.265,NR,6.3
Oak Hill,TX,Travis,30.2355,-97.86,NR,122.1
Tuleta,TX,Bee,28.5767,-97.798,NR,185.6
Nesbitt,TX,Harrison,32.5886,-94.4469,NR,30.9
Burris,TX,Lubbock,33.5248,-101.7796,NR,87.9
Carlton,TX,Hamilton,31.9182,-98.172,NR,76.9
Siesta Acres,TX,Maverick,28.7564,-100.491,NR,681.9
Lesley,TX,Hall,34.677,-100.816,NR,4
Thompsonville,TX,Jim Hogg,27.26,-98.7847,NR,0.1
Retta,TX,Tarrant,32.5524,-97.2356,NR,112.7
Margaret,TX,Foard,34.0495,-99.6512,NR,13
Marysville,TX,Cooke,33.7707,-97.3342,NR,1.2
Gause,TX,Milam,30.7852,-96.7214,NR,94.7
Sulphur Bluff,TX,Hopkins,33.3326,-95.3983,NR,39.3
Saratoga,TX,Hardin,30.2841,-94.5294,NR,110.6
El Cenizo Colonia,TX,Starr,26.4105,-98.9161,NR,636.7
Double Bayou,TX,Chambers,29.6927,-94.6291,NR,14.7
Sandia,TX,Jim Wells,28.0198,-97.8704,NR,309.1
Elmo,TX,Kaufman,32.7315,-96.159,NR,330.1
Belmont,TX,Gonzales,29.5233,-97.6839,NR,3.3
London,TX,Kimble,30.6768,-99.5765,NR,48.3
Sharp,TX,Milam,30.7513,-97.1561,NR,11.9
Laguna Park,TX,Bosque,31.8643,-97.3862,NR,193.7
Arcade,TX,Ector,31.8029,-102.446,NR,19.2
Rancho Banquete,TX,Nueces,27.8094,-97.8455,NR,74.4
Alfred,TX,Jim Wells,27.8742,-97.9799,NR,63.6
Douglass,TX,Nacogdoches,31.668,-94.8808,NR,19.6
Ruidosa,TX,Presidio,29.9829,-104.6794,NR,1.5
Pledger,TX,Matagorda,29.1825,-95.9086,NR,13.5
Zephyr,TX,Brown,31.676,-98.7948,NR,133.6
Lissie,TX,Wharton,29.5561,-96.2252,NR,108.3
Waka,TX,Ochiltree,36.2817,-101.0477,NR,70.6
Black,TX,Parmer,34.6826,-102.6094,NR,1.2
Tulsita,TX,Bee,28.6422,-97.8179,NR,1.2
Chisholm,TX,Rockwall,32.8382,-96.3716,NR,35.5
Kitalou,TX,Lubbock,33.6548,-101.7271,NR,78.2
Indian Hills,TX,Hidalgo,26.2124,-97.9165,NR,1083.7
Olin,TX,Hamilton,31.8774,-98.107,NR,6.3
Gardendale,TX,Ector,32.0105,-102.3587,NR,137.4
New Caney,TX,Montgomery,30.1552,-95.2113,NR,244.7
Leigh,TX,Harrison,32.6046,-94.1316,NR,16.8
